LTL_Picker,LTL_Lines,Date
EN,8,7/21/2006
176,487,7/21/2006
101,100,7/21/2006
278,150,7/21/2006
248,150,7/21/2006
230,150,7/21/2006
415,91,7/21/2006
230,175,7/21/2006
415,226,7/21/2006
505,75,7/21/2006
176,63,7/21/2006
79,70,7/21/2006
EN,10,7/24/2006
176,470,7/24/2006
101,75,7/24/2006
278,125,7/24/2006
248,125,7/24/2006
230,52,7/24/2006
415,52,7/24/2006
230,72,7/24/2006
415,300,7/24/2006
505,210,7/24/2006
176,67,7/24/2006
en,11,7/25/2006
176,508,7/25/2006
101,100,7/25/2006
278,175,7/25/2006
248,175,7/25/2006
230,123,7/25/2006
415,100,7/25/2006
415,228,7/25/2006
101,60,7/25/2006
505,175,7/25/2006
176,42,7/25/2006
79,34,7/25/2006
en,6,7/26/2006
176,473,7/26/2006
278,175,7/26/2006
248,175,7/26/2006
101,100,7/26/2006
230,123,7/26/2006
415,100,7/26/2006
278,50,7/26/2006
248,50,7/26/2006
230,93,7/26/2006
415,250,7/26/2006
176,73,7/26/2006
EN,7,7/27/2006
176,473,7/27/2006
101,100,7/27/2006
278,150,7/27/2006
248,150,7/27/2006
230,123,7/27/2006
415,100,7/27/2006
230,98,7/27/2006
415,300,7/27/2006
505,193,7/27/2006
176,77,7/27/2006
79,69,7/27/2006
en,11,7/28/2006
176,502,7/28/2006
230,150,7/28/2006
248,150,7/28/2006
79,128,7/28/2006
415,100,7/28/2006
415,201,7/28/2006
505,94,7/28/2006
505,25,7/28/2006
176,48,7/28/2006
en,6,7/31/2006
176,508,7/31/2006
101,50,7/31/2006
278,150,7/31/2006
248,150,7/31/2006
230,63,7/31/2006
79,63,7/31/2006
176,42,7/31/2006
230,42,7/31/2006
230,107,7/31/2006
505,195,7/31/2006
en,7,8/1/2006
176,512,8/1/2006
278,175,8/1/2006
248,175,8/1/2006
230,150,8/1/2006
101,100,8/1/2006
415,31,8/1/2006
278,136,8/1/2006
248,136,8/1/2006
230,136,8/1/2006
176,63,8/1/2006
79,150,8/1/2006
505,50,8/1/2006
en,7,8/2/2006
278,180,8/2/2006
248,180,8/2/2006
230,180,8/2/2006
176,528,8/2/2006
101,100,8/2/2006
278,132,8/2/2006
248,132,8/2/2006
230,132,8/2/2006
176,22,8/2/2006
203,100,8/2/2006
en,19,8/3/2006
278,150,8/3/2006
248,150,8/3/2006
230,125,8/3/2006
176,495,8/3/2006
101,150,8/3/2006
230,206,8/3/2006
442,197,8/3/2006
203,60,8/3/2006
176,80,8/3/2006
EN,14,8/4/2006
176,527,8/4/2006
278,180,8/4/2006
248,180,8/4/2006
101,180,8/4/2006
230,45,8/4/2006
101,235,8/4/2006
442,100,8/4/2006
505,33,8/4/2006
176,23,8/4/2006
230,200,8/4/2006
,,8/4/2006
en,13,8/7/2006
278,150,8/7/2006
248,150,8/7/2006
230,72,8/7/2006
176,495,8/7/2006
101,150,8/7/2006
101,133,8/7/2006
230,175,8/7/2006
176,55,8/7/2006
442,187,8/7/2006
79,27,8/7/2006
en,13,8/8/2006
176,491,8/8/2006
278,170,8/8/2006
248,170,8/8/2006
101,170,8/8/2006
230,120,8/8/2006
442,50,8/8/2006
230,148,8/8/2006
442,199,8/8/2006
176,59,8/8/2006
203,61,8/8/2006
en,14,8/9/2006
278,175,8/9/2006
248,175,8/9/2006
101,175,8/9/2006
230,125,8/9/2006
176,501,8/9/2006
442,50,8/9/2006
278,124,8/9/2006
248,124,8/9/2006
101,124,8/9/2006
79,50,8/9/2006
505,33,8/9/2006
176,55,8/9/2006
B,176,8/9/2006
en,4,8/10/2006
176,503,8/10/2006
278,175,8/10/2006
248,175,8/10/2006
101,175,8/10/2006
230,125,8/10/2006
442,75,8/10/2006
176,47,8/10/2006
101,164,8/10/2006
442,201,8/10/2006
230,290,8/10/2006
B,340,8/10/2006
B,47,8/10/2006
203,22,8/10/2006
79,100,8/10/2006
en,7,8/11/2006
278,150,8/11/2006
248,150,8/11/2006
101,150,8/11/2006
230,124,8/11/2006
176,503,8/11/2006
442,75,8/11/2006
230,196,8/11/2006
442,203,8/11/2006
176,47,8/11/2006
79,53,8/11/2006
203,50,8/11/2006
,,8/11/2006
,,8/11/2006
en,11,8/14/2006
176,492,8/14/2006
278,150,8/14/2006
248,150,8/14/2006
101,150,8/14/2006
442,33,8/14/2006
278,93,8/14/2006
442,202,8/14/2006
505,24,8/14/2006
176,58,8/14/2006
EN,8,8/15/2006
176,491,8/15/2006
278,150,8/15/2006
248,150,8/15/2006
101,150,8/15/2006
230,123,8/15/2006
442,50,8/15/2006
230,146,8/15/2006
176,96,8/15/2006
442,240,8/15/2006
8001,200,8/15/2006
en,5,8/16/2006
176,519,8/16/2006
278,150,8/16/2006
248,150,8/16/2006
101,150,8/16/2006
230,115,8/16/2006
442,36,8/16/2006
230,140,8/16/2006
442,195,8/16/2006
176,31,8/16/2006
230,35,8/16/2006
79,32,8/16/2006
278,200,8/29/2006
248,200,8/29/2006
230,200,8/29/2006
230,192,8/29/2006
176,518,8/29/2006
,,8/29/2006
176,82,8/29/2006
148,150,8/29/2006
79,73,8/29/2006
185,100,8/29/2006
B,217,8/29/2006
B,27,8/29/2006
en,3,8/30/2006
176,539,8/30/2006
278,165,8/30/2006
248,165,8/30/2006
230,165,8/30/2006
442,96,8/30/2006
230,211,8/30/2006
442,189,8/30/2006
176,16,8/30/2006
203,50,8/30/2006
278,19,8/30/2006
248,19,8/30/2006
230,19,8/30/2006
en,7,8/31/2006
278,150,8/31/2006
248,150,8/31/2006
230,150,8/31/2006
176,527,8/31/2006
442,117,8/31/2006
176,23,8/31/2006
505,53,8/31/2006
203,26,8/31/2006
230,41,8/31/2006
442,214,8/31/2006
8001,200,8/31/2006
EN,15,9/1/2006
176,517,9/1/2006
278,160,9/1/2006
248,160,9/1/2006
230,160,9/1/2006
442,101,9/1/2006
en,9,9/5/2006
176,501,9/5/2006
278,125,9/5/2006
248,125,9/5/2006
101,125,9/5/2006
230,125,9/5/2006
442,41,9/5/2006
230,264,9/5/2006
442,141,9/5/2006
176,49,9/5/2006
505,25,9/5/2006
EN,6,9/6/2006
176,489,9/6/2006
248,150,9/6/2006
101,150,9/6/2006
230,150,9/6/2006
442,63,9/6/2006
176,111,9/6/2006
442,94,9/6/2006
148,174,9/6/2006
203,42,9/6/2006
EN,11,9/7/2006
176,544,9/7/2006
248,160,9/7/2006
101,160,9/7/2006
230,160,9/7/2006
442,87,9/7/2006
en,6,9/8/2006
176,254,9/8/2006
248,198,9/8/2006
101,200,9/8/2006
230,200,9/8/2006
442,150,9/8/2006
176,171,9/8/2006
203,63,9/8/2006
268,25,9/8/2006
269,25,9/8/2006
176,175,9/8/2006
203,37,9/8/2006
,,9/8/2006
en,5,9/11/2006
176,279,9/11/2006
248,150,9/11/2006
230,150,9/11/2006
101,125,9/11/2006
442,124,9/11/2006
248,132,9/11/2006
230,139,9/11/2006
176,321,9/11/2006
505,50,9/11/2006
79,88,9/11/2006
EN,6,9/12/2006
176,475,9/12/2006
248,200,9/12/2006
101,200,9/12/2006
185,200,9/12/2006
442,115,9/12/2006
176,115,9/12/2006
237,113,9/12/2006
15,177,9/12/2006
148,105,9/12/2006
en,9,9/13/2006
176,498,9/13/2006
101,200,9/13/2006
230,200,9/13/2006
442,128,9/13/2006
278,200,9/13/2006
278,162,9/13/2006
101,162,9/13/2006
230,162,9/13/2006
176,77,9/13/2006
203,44,9/13/2006
EN,8,9/14/2006
176,511,9/14/2006
278,185,9/14/2006
248,185,9/14/2006
101,185,9/14/2006
442,111,9/14/2006
EN,10,9/15/2006
106,1,9/15/2006
176,518,9/15/2006
442,105,9/15/2006
101,175,9/15/2006
248,175,9/15/2006
278,175,9/15/2006
278,119,9/15/2006
248,119,9/15/2006
101,119,9/15/2006
442,119,9/15/2006
176,82,9/15/2006
79,26,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
,,9/15/2006
EN,2,9/18/2006
101,517,9/18/2006
278,176,9/18/2006
148,176,9/18/2006
442,100,9/18/2006
101,33,9/18/2006
203,51,9/18/2006
79,50,9/18/2006
en,12,9/19/2006
248,526,9/19/2006
278,200,9/19/2006
101,200,9/19/2006
442,125,9/19/2006
278,300,9/19/2006
248,124,9/19/2006
101,300,9/19/2006
442,45,9/19/2006
442,64,9/19/2006
203,37,9/19/2006
b,459,9/19/2006
en,4,9/25/2006
278,200,9/25/2006
248,533,9/25/2006
101,200,9/25/2006
442,50,9/25/2006
8001,27,9/25/2006
8009,131,9/25/2006
B,72,9/25/2006
278,216,9/25/2006
248,17,9/25/2006
101,216,9/25/2006
79,75,9/25/2006
278,140,9/26/2006
248,140,9/26/2006
101,140,9/26/2006
442,32,9/26/2006
176,527,9/26/2006
8001,44,9/26/2006
B,225,9/26/2006
278,118,9/26/2006
248,118,9/26/2006
101,118,9/26/2006
8009,100,9/26/2006
79,29,9/26/2006
EN,5,9/27/2006
106,3,9/27/2006
278,175,9/27/2006
248,175,9/27/2006
101,175,9/27/2006
176,550,9/27/2006
8001,43,9/27/2006
8009,50,9/27/2006
278,163,9/27/2006
248,163,9/27/2006
101,163,9/27/2006
8009,10,9/27/2006
79,93,9/27/2006
B,137,9/27/2006
en,6,9/28/2006
278,175,9/28/2006
248,175,9/28/2006
101,175,9/28/2006
176,550,9/28/2006
8001,80,9/28/2006
8009,104,9/28/2006
278,243,9/28/2006
248,243,9/28/2006
101,245,9/28/2006
en,9,9/29/2006
278,150,9/29/2006
278,166,9/29/2006
248,150,9/29/2006
248,166,9/29/2006
101,150,9/29/2006
442,100,9/29/2006
176,525,9/29/2006
8001,66,9/29/2006
8001,64,9/29/2006
505,50,9/29/2006
en,5,10/2/2006
176,550,10/2/2006
101,135,10/2/2006
248,135,10/2/2006
278,135,10/2/2006
8001,41,10/2/2006
EN,14,10/3/2006
176,550,10/3/2006
278,175,10/3/2006
248,175,10/3/2006
101,175,10/3/2006
488,65,10/3/2006
en,13,10/4/2006
278,175,10/4/2006
409,175,10/4/2006
101,175,10/4/2006
442,53,10/4/2006
176,550,10/4/2006
488,100,10/4/2006
176,50,10/4/2006
79,43,10/4/2006
278,300,10/4/2006
101,159,10/4/2006
185,144,10/4/2006
en,15,10/5/2006
278,155,10/5/2006
248,155,10/5/2006
101,155,10/5/2006
176,550,10/5/2006
488,67,10/5/2006
278,197,10/5/2006
248,197,10/5/2006
101,197,10/5/2006
176,50,10/5/2006
79,28,10/5/2006
en,12,10/6/2006
278,185,10/6/2006
101,185,10/6/2006
442,50,10/6/2006
176,550,10/6/2006
488,85,10/6/2006
176,50,10/6/2006
488,233,10/6/2006
409,200,10/6/2006
505,41,10/6/2006
148,55,10/6/2006
442,233,10/6/2006
en,10,10/9/2006
176,550,10/9/2006
278,135,10/9/2006
248,135,10/9/2006
101,135,10/9/2006
488,60,10/9/2006
278,95,10/9/2006
442,49,10/9/2006
488,173,10/9/2006
442,106,10/9/2006
409,50,10/9/2006
278,175,10/10/2006
248,175,10/10/2006
101,88,10/10/2006
409,100,10/10/2006
176,550,10/10/2006
488,88,10/10/2006
EN,13,10/10/2006
409,98,10/10/2006
409,102,10/10/2006
488,175,10/10/2006
en,14,10/11/2006
278,175,10/11/2006
248,175,10/11/2006
101,90,10/11/2006
442,100,10/11/2006
176,550,10/11/2006
488,56,10/11/2006
409,126,10/11/2006
8002,50,10/11/2006
442,158,10/11/2006
488,150,10/11/2006
409,72,10/11/2006
en,14,10/12/2006
176,550,10/12/2006
278,175,10/12/2006
248,175,10/12/2006
442,100,10/12/2006
145,48,10/12/2006
442,173,10/12/2006
145,200,10/12/2006
409,72,10/12/2006
8002,50,10/12/2006
en,15,10/13/2006
278,150,10/13/2006
248,150,10/13/2006
101,100,10/13/2006
442,100,10/13/2006
176,550,10/13/2006
488,83,10/13/2006
488,146,10/13/2006
409,100,10/13/2006
409,77,10/13/2006
8002,50,10/13/2006
en,12,10/16/2006
176,550,10/16/2006
278,150,10/16/2006
248,150,10/16/2006
442,100,10/16/2006
101,100,10/16/2006
488,45,10/16/2006
442,15,10/16/2006
488,200,10/16/2006
409,151,10/16/2006
409,153,10/16/2006
en,13,10/17/2006
278,150,10/17/2006
248,150,10/17/2006
101,100,10/17/2006
442,100,10/17/2006
176,550,10/17/2006
488,43,10/17/2006
442,83,10/17/2006
488,200,10/17/2006
409,133,10/17/2006
409,139,10/17/2006
185,177,10/17/2006
en,17,10/18/2006
278,175,10/18/2006
248,175,10/18/2006
101,100,10/18/2006
442,100,10/18/2006
176,550,10/18/2006
488,94,10/18/2006
101,63,10/18/2006
442,141,10/18/2006
488,200,10/18/2006
409,118,10/18/2006
8002,50,10/18/2006
409,150,10/18/2006
en,14,10/19/2006
278,175,10/19/2006
248,175,10/19/2006
101,100,10/19/2006
409,150,10/19/2006
176,550,10/19/2006
488,55,10/19/2006
101,84,10/19/2006
488,200,10/19/2006
409,105,10/19/2006
185,125,10/19/2006
en,7,10/20/2006
278,175,10/20/2006
248,175,10/20/2006
101,77,10/20/2006
176,550,10/20/2006
488,80,10/20/2006
101,78,10/20/2006
409,109,10/20/2006
488,213,10/20/2006
409,125,10/20/2006
,,10/20/2006
409,23,10/21/2006
278,100,10/21/2006
248,100,10/21/2006
176,200,10/21/2006
EN,11,10/21/2006
278,200,10/21/2006
248,200,10/21/2006
409,144,10/21/2006
176,161,10/21/2006
278,151,10/21/2006
248,151,10/21/2006
409,83,10/21/2006
248,50,10/23/2006
278,50,10/23/2006
8002,33,10/23/2006
505,50,8/16/2006
278,150,8/17/2006
248,150,8/17/2006
101,150,8/17/2006
230,150,8/17/2006
en,10,8/21/2006
176,459,8/21/2006
278,160,8/21/2006
248,160,8/21/2006
101,160,8/21/2006
442,66,8/21/2006
176,91,8/21/2006
203,24,8/21/2006
278,81,8/21/2006
248,81,8/21/2006
101,81,8/21/2006
442,68,8/21/2006
,,8/21/2006
en,13,8/22/2006
176,507,8/22/2006
278,200,8/22/2006
248,200,8/22/2006
101,200,8/22/2006
230,200,8/22/2006
176,68,8/22/2006
278,115,8/22/2006
442,161,8/22/2006
8001,75,8/22/2006
203,23,8/22/2006
79,100,8/22/2006
en,8,8/23/2006
176,493,8/23/2006
278,150,8/23/2006
248,150,8/23/2006
101,150,8/23/2006
230,150,8/23/2006
442,100,8/23/2006
230,95,8/23/2006
176,57,8/23/2006
442,165,8/23/2006
79,77,8/23/2006
8001,141,8/23/2006
en,11,8/24/2006
278,125,8/24/2006
248,125,8/24/2006
230,125,8/24/2006
101,125,8/24/2006
442,84,8/24/2006
176,497,8/24/2006
278,56,8/24/2006
248,225,8/24/2006
176,53,8/24/2006
442,175,8/24/2006
442,37,8/24/2006
BO,167,8/24/2006
en,12,8/25/2006
176,504,8/25/2006
248,185,8/25/2006
101,185,8/25/2006
230,185,8/25/2006
442,100,8/25/2006
248,142,8/25/2006
101,142,8/25/2006
230,142,8/25/2006
176,46,8/25/2006
79,50,8/25/2006
203,33,8/25/2006
en,9,8/28/2006
176,550,8/28/2006
248,200,8/28/2006
230,200,8/28/2006
442,100,8/28/2006
248,300,8/28/2006
230,300,8/28/2006
442,43,8/28/2006
203,72,8/28/2006
176,50,8/28/2006
en,12,8/29/2006
,,10/23/2006
en,16,10/24/2006
278,200,10/24/2006
248,200,10/24/2006
176,550,10/24/2006
488,61,10/24/2006
101,62,10/24/2006
101,97,10/24/2006
237,68,10/24/2006
237,27,10/24/2006
409,250,10/24/2006
409,103,10/24/2006
237,175,10/24/2006
en,13,10/25/2006
176,500,10/25/2006
248,175,10/25/2006
278,175,10/25/2006
101,175,10/25/2006
488,100,10/25/2006
106,4,10/25/2006
101,103,10/25/2006
278,225,10/25/2006
248,225,10/25/2006
101,220,10/25/2006
,,10/25/2006
278,200,10/31/2006
248,200,10/31/2006
101,200,10/31/2006
442,100,10/31/2006
176,514,10/31/2006
488,100,10/31/2006
409,77,10/31/2006
79,200,10/31/2006
Exports,6,10/31/2006
En,10,10/31/2006
176,53,10/31/2006
176,83,10/31/2006
278,100,10/31/2006
248,100,10/31/2006
101,100,10/31/2006
442,64,10/31/2006
488,100,10/31/2006
409,100,10/31/2006
79,102,10/31/2006
176,60,11/1/2006
148,125,11/1/2006
176,41,11/2/2006
EN,12,11/2/2006
148,70,11/2/2006
248,70,11/2/2006
101,70,11/2/2006
442,13,11/2/2006
79,70,11/2/2006
EN,18,11/3/2006
176,512,11/3/2006
278,85,11/3/2006
248,85,11/3/2006
101,85,11/3/2006
79,85,11/3/2006
248,175,11/6/2006
101,175,11/6/2006
442,100,11/6/2006
176,550,11/6/2006
488,82,11/6/2006
en,5,11/6/2006
442,56,11/6/2006
488,97,11/6/2006
409,175,11/6/2006
409,132,11/6/2006
8013,85,11/6/2006
8012,85,11/6/2006
en,13,11/7/2006
176,550,11/7/2006
248,200,11/7/2006
176,200,11/7/2006
442,100,11/7/2006
8013,42,11/7/2006
8013,42,11/7/2006
148,170,11/7/2006
442,102,11/7/2006
488,100,11/7/2006
185,150,11/7/2006
8013,21,11/7/2006
8013,105,11/7/2006
8012,21,11/7/2006
8012,105,11/7/2006
en,11,11/8/2006
176,550,11/8/2006
278,175,11/8/2006
248,175,11/8/2006
101,73,11/8/2006
442,100,11/8/2006
8013,25,11/8/2006
442,25,11/8/2006
101,74,11/8/2006
442,250,11/8/2006
488,100,11/8/2006
8013,115,11/8/2006
8013,21,11/8/2006
en,8,11/9/2006
176,550,11/9/2006
278,175,11/9/2006
248,175,11/9/2006
442,100,11/9/2006
101,54,11/9/2006
101,192,11/9/2006
101,25,11/9/2006
442,25,11/9/2006
176,50,11/9/2006
488,114,11/9/2006
185,175,11/9/2006
en,8,11/10/2006
278,150,11/10/2006
278,2,11/10/2006
278,25,11/10/2006
248,150,11/10/2006
248,275,11/10/2006
248,25,11/10/2006
101,70,11/10/2006
101,200,11/10/2006
101,24,11/10/2006
442,100,11/10/2006
442,216,11/10/2006
442,24,11/10/2006
176,550,11/10/2006
185,56,11/10/2006
en,15,11/13/2006
176,400,11/13/2006
278,175,11/13/2006
248,100,11/13/2006
101,175,11/13/2006
442,100,11/13/2006
409,180,11/13/2006
9000,76,11/13/2006
9001,76,11/13/2006
248,200,11/13/2006
148,200,11/13/2006
EN,18,11/14/2006
278,175,11/14/2006
248,175,11/14/2006
101,75,11/14/2006
148,53,11/14/2006
176,550,11/14/2006
409,125,11/14/2006
101,21,11/14/2006
148,200,11/14/2006
176,50,11/14/2006
9000,50,11/14/2006
9000,34,11/14/2006
9001,50,11/14/2006
9001,35,11/14/2006
493,47,11/14/2006
409,193,11/14/2006
EN,9,11/15/2006
278,150,11/15/2006
248,150,11/15/2006
101,75,11/15/2006
148,116,11/15/2006
176,550,11/15/2006
9000,50,11/15/2006
9001,50,11/15/2006
148,149,11/15/2006
9000,60,11/15/2006
9001,60,11/15/2006
409,157,11/15/2006
409,83,11/15/2006
en,9,11/16/2006
278,175,11/16/2006
248,175,11/16/2006
176,550,11/16/2006
9000,34,11/16/2006
9001,34,11/16/2006
237,50,11/16/2006
145,50,11/16/2006
en,17,11/17/2006
278,150,11/17/2006
176,550,11/17/2006
9000,40,11/17/2006
9001,40,11/17/2006
237,50,11/17/2006
145,50,11/17/2006
101,117,11/17/2006
9000,20,11/17/2006
9001,20,11/17/2006
409,95,11/17/2006
409,125,11/17/2006
237,150,11/17/2006
145,150,11/17/2006
en,9,11/20/2006
176,550,11/20/2006
278,175,11/20/2006
248,100,11/20/2006
9000,50,11/20/2006
9001,50,11/20/2006
176,50,11/20/2006
9000,62,11/20/2006
9001,107,11/20/2006
9002,50,11/20/2006
409,170,11/20/2006
145,150,11/20/2006
237,150,11/20/2006
409,169,11/20/2006
EN,15,11/21/2006
176,550,11/21/2006
278,150,11/21/2006
248,150,11/21/2006
101,100,11/21/2006
9000,50,11/21/2006
9001,50,11/21/2006
79,69,11/21/2006
101,53,11/21/2006
9000,150,11/21/2006
9001,150,11/21/2006
148,25,11/21/2006
.,,11/21/2006
EN,17,11/27/2006
176,600,11/27/2006
248,200,11/27/2006
9000,50,11/27/2006
9001,50,11/27/2006
185,50,11/27/2006
9001,88,11/27/2006
185,150,11/27/2006
,59,11/27/2006
,150,11/27/2006
,50,11/27/2006
,182,11/27/2006
EN,14,11/28/2006
176,600,11/28/2006
101,175,11/28/2006
278,175,11/28/2006
9000,63,11/28/2006
9001,63,11/28/2006
9000,247,11/28/2006
9001,147,11/28/2006
176,50,11/28/2006
409,69,11/28/2006
EN,10,11/29/2006
176,550,11/29/2006
278,165,11/29/2006
248,165,11/29/2006
101,165,11/29/2006
9000,43,11/29/2006
9001,43,11/29/2006
101,111,11/29/2006
9000,151,11/29/2006
9000,47,11/29/2006
9001,151,11/29/2006
9001,47,11/29/2006
9002,74,11/29/2006
en,11,11/30/2006
176,550,11/30/2006
278,150,11/30/2006
248,150,11/30/2006
101,91,11/30/2006
9000,50,11/30/2006
9001,50,11/30/2006
101,126,11/30/2006
9000,175,11/30/2006
9001,175,11/30/2006
9002,100,11/30/2006
79,95,11/30/2006
409,41,11/30/2006
EN,18,12/1/2006
278,150,12/1/2006
101,100,12/1/2006
176,550,12/1/2006
9000,64,12/1/2006
9002,64,12/1/2006
101,42,12/1/2006
9000,98,12/1/2006
9001,200,12/1/2006
9002,75,12/1/2006
409,54,12/1/2006
203,150,12/1/2006
148,123,12/1/2006
442,100,8/22/2006
en,8,12/4/2006
176,550,12/4/2006
278,135,12/4/2006
248,135,12/4/2006
9000,50,12/4/2006
9001,50,12/4/2006
101,27,12/4/2006
BO,53,12/4/2006
278,302,12/4/2006
248,302,12/4/2006
9002,71,12/4/2006
9000,26,12/4/2006
9001,26,12/4/2006
en,8,12/5/2006
176,500,12/5/2006
278,200,12/5/2006
248,200,12/5/2006
101,95,12/5/2006
9000,57,12/5/2006
9001,57,12/5/2006
9001,37,12/5/2006
9002,50,12/5/2006
79,27,12/5/2006
409,190,12/5/2006
409,36,12/5/2006
185,150,12/5/2006
b,17,12/5/2006
en,15,12/6/2006
176,550,12/6/2006
248,150,12/6/2006
278,150,12/6/2006
101,59,12/6/2006
9000,50,12/6/2006
9001,50,12/6/2006
101,81,12/6/2006
9000,43,12/6/2006
9001,43,12/6/2006
9000,200,12/6/2006
9001,200,12/6/2006
185,148,12/6/2006
EN,13,12/7/2006
176,500,12/7/2006
101,61,12/7/2006
278,150,12/7/2006
248,150,12/7/2006
409,55,12/7/2006
9000,55,12/7/2006
9001,55,12/7/2006
101,111,12/7/2006
176,50,12/7/2006
9000,201,12/7/2006
9001,201,12/7/2006
409,61,12/7/2006
9000,26,12/7/2006
430,75,12/13/2006
176,550,12/13/2006
,,12/13/2006
,,12/13/2006
en,8,12/14/2006
176,550,12/14/2006
278,175,12/14/2006
248,175,12/14/2006
101,96,12/14/2006
9000,80,12/14/2006
499,80,12/14/2006
9000,167,12/14/2006
499,200,12/14/2006
409,93,12/14/2006
409,200,12/14/2006
EN,7,12/15/2006
176,550,12/15/2006
278,150,12/15/2006
248,150,12/15/2006
9000,42,12/15/2006
499,42,12/15/2006
9000,92,12/15/2006
499,224,12/15/2006
409,224,12/15/2006
409,42,12/15/2006
430,59,12/15/2006
176,550,12/18/2006
en,7,12/18/2006
278,125,12/18/2006
248,125,12/18/2006
9000,47,12/18/2006
499,47,12/18/2006
9000,151,12/18/2006
499,151,12/18/2006
409,151,12/18/2006
79,52,12/18/2006
BO,134,12/18/2006
176,550,12/19/2006
278,175,12/19/2006
EN,11,12/19/2006
101,100,12/19/2006
9000,56,12/19/2006
499,56,12/19/2006
409,56,12/19/2006
79,22,12/19/2006
430,75,12/19/2006
9000,99,12/19/2006
499,99,12/19/2006
409,99,12/19/2006
148,103,12/19/2006
EN,5,12/20/2006
176,550,12/20/2006
248,200,12/20/2006
430,100,12/20/2006
409,66,12/20/2006
9000,66,12/20/2006
79,100,12/20/2006
176,25,12/20/2006
9000,30,12/20/2006
409,30,12/20/2006
148,30,12/20/2006
9000,40,12/20/2006
409,200,12/20/2006
148,175,12/20/2006
en,11,12/21/2006
176,550,12/21/2006
248,150,12/21/2006
278,150,12/21/2006
434,57,12/21/2006
499,57,12/21/2006
409,57,12/21/2006
248,141,12/21/2006
434,147,12/21/2006
499,146,12/21/2006
430,58,12/21/2006
FRIDAY,1170,12/26/2006
278,103,12/26/2006
248,103,12/26/2006
EN,14,12/26/2006
EN,4,12/26/2006
101,485,12/26/2006
430,100,12/26/2006
79,137,12/26/2006
278,150,12/26/2006
248,150,12/26/2006
101,115,12/26/2006
434,120,12/26/2006
499,125,12/26/2006
409,86,12/26/2006
79,137,12/26/2006
430,100,12/26/2006
278,100,12/27/2006
248,550,12/27/2006
101,99,12/27/2006
434,43,12/27/2006
499,43,12/27/2006
EN,5,12/27/2006
434,72,12/27/2006
499,175,12/27/2006
409,175,12/27/2006
409,31,12/27/2006
430,51,12/27/2006
b,105,12/27/2006
,,12/28/2006
en,15,12/28/2006
278,155,12/28/2006
248,550,12/28/2006
101,92,12/28/2006
434,50,12/28/2006
499,50,12/28/2006
409,50,12/28/2006
434,29,12/28/2006
499,200,12/28/2006
79,61,12/28/2006
FRIDAY,1226,1/2/2007
176,550,1/2/2007
278,100,1/2/2007
248,100,1/2/2007
434,45,1/2/2007
499,45,1/2/2007
248,97,1/2/2007
VOR,418,1/2/2007
278,125,1/2/2007
248,125,1/2/2007
101,100,1/2/2007
176,75,1/2/2007
434,73,1/2/2007
499,73,1/2/2007
176,550,1/3/2007
278,150,1/3/2007
248,150,1/3/2007
499,40,1/3/2007
434,40,1/3/2007
en,3,1/3/2007
278,233,1/3/2007
434,35,1/3/2007
499,35,1/3/2007
409,71,1/3/2007
VOR,250,1/3/2007
248,21,1/3/2007
en,16,1/4/2007
176,550,1/4/2007
248,145,1/4/2007
278,145,1/4/2007
499,40,1/4/2007
434,40,1/4/2007
101,86,1/4/2007
499,93,1/4/2007
409,200,1/4/2007
430,100,1/4/2007
101,82,1/4/2007
en,14,1/5/2007
176,550,1/5/2007
248,200,1/5/2007
278,200,1/5/2007
499,88,1/5/2007
434,88,1/5/2007
434,184,1/5/2007
79,78,1/5/2007
430,54,1/5/2007
148,139,1/5/2007
101,175,1/5/2007
en,10,1/8/2007
278,157,1/8/2007
248,157,1/8/2007
176,550,1/8/2007
434,65,1/8/2007
499,65,1/8/2007
409,65,1/8/2007
499,213,1/8/2007
409,228,1/8/2007
79,48,1/8/2007
430,48,1/8/2007
278,200,1/9/2007
248,200,1/9/2007
1756,550,1/9/2007
434,94,1/9/2007
499,94,1/9/2007
409,94,1/9/2007
EN,12,1/9/2007
101,29,1/9/2007
b,54,1/9/2007
499,113,1/9/2007
409,219,1/9/2007
430,84,1/9/2007
EN,7,1/10/2007
278,175,1/10/2007
248,175,1/10/2007
176,550,1/10/2007
499,79,1/10/2007
434,79,1/10/2007
434,15,1/10/2007
499,280,1/10/2007
409,280,1/10/2007
79,59,1/10/2007
430,36,1/10/2007
278,150,1/11/2007
248,150,1/11/2007
176,550,1/11/2007
434,67,1/11/2007
499,67,1/11/2007
409,67,1/11/2007
en,6,1/11/2007
434,149,1/11/2007
409,225,1/11/2007
79,42,1/11/2007
430,50,1/11/2007
en,11,1/12/2007
278,150,1/12/2007
248,150,1/12/2007
176,550,1/12/2007
434,51,1/12/2007
499,51,1/12/2007
B,120,1/12/2007
434,51,1/12/2007
499,265,1/12/2007
430,100,1/12/2007
en,11,1/15/2007
176,550,1/15/2007
248,193,1/15/2007
434,84,1/15/2007
499,84,1/15/2007
409,84,1/15/2007
499,66,1/15/2007
409,257,1/15/2007
148,256,1/15/2007
79,47,1/15/2007
en,12,1/16/2007
278,174,1/16/2007
